4,4,2025-06-18,To Do,"","",2025-06-18 16:38:48.8391,1
5,5,2025-06-18,To Do,"","",2025-06-18 16:39:14.241391,1
6,6,2025-06-18,To Do,"","",2025-06-18 16:39:36.111363,1
7,6,2025-06-18,To Do,"","",2025-06-18 16:39:54.051489,1
8,5,2025-06-18,To Do,"","",2025-06-18 16:40:07.601442,1
9,7,2025-06-18,To Do,"","",2025-06-18 16:40:46.449307,1
10,8,2025-06-18,To Do,"","",2025-06-18 16:41:01.253564,1
11,9,2025-06-18,To Do,"","",2025-06-18 16:41:15.609925,1
12,10,2025-06-18,To Do,"","",2025-06-18 16:43:32.793481,1
13,11,2025-06-18,To Do,"","",2025-06-18 16:43:50.463447,1
14,12,2025-06-18,To Do,"","",2025-06-18 16:44:06.780694,1
15,13,2025-06-18,To Do,"","",2025-06-18 16:52:13.299046,1
16,14,2025-06-18,To Do,"","",2025-06-18 16:52:30.901226,1
17,15,2025-06-18,To Do,"","",2025-06-18 16:53:42.102519,1
18,16,2025-06-18,To Do,"","",2025-06-18 16:54:24.256776,1
19,17,2025-06-18,To Do,"",Remove user-related data.,2025-06-18 16:54:38.876989,1
20,17,2025-06-18,To Do,"","",2025-06-18 16:54:51.140808,1
21,18,2025-06-18,To Do,"","",2025-06-18 16:55:06.746222,1
24,6,2025-06-18,In Progress,"","",2025-06-18 17:41:39.17514,1
25,5,2025-06-18,Done,"","",2025-06-18 17:41:40.628241,1
26,8,2025-06-18,In Progress,"","",2025-06-18 17:41:42.348758,1
27,9,2025-06-18,Done,"","",2025-06-18 17:41:44.222172,1
28,11,2025-06-18,In Progress,"","",2025-06-18 17:41:45.877949,1
29,12,2025-06-18,Done,"","",2025-06-18 17:41:47.058393,1
30,14,2025-06-18,In Progress,"","",2025-06-18 17:41:48.798064,1
31,15,2025-06-18,Done,"","",2025-06-18 17:41:50.496144,1
32,17,2025-06-18,In Progress,"","",2025-06-18 17:41:52.362827,1
33,18,2025-06-18,Done,"","",2025-06-18 17:41:53.613083,1
39,20,2025-06-19,To Do,"","",2025-06-18 23:15:25.203848,1
40,20,2025-06-18,In Progress,"","",2025-06-18 23:15:50.939404,1
41,20,2025-06-18,Done,"","",2025-06-18 23:36:48.348343,1
42,20,2025-06-18,In Progress,"","",2025-06-18 23:41:28.264555,1
43,21,2025-06-18,To Do,Generated by AI agent,None,2025-06-18 23:45:14.36906,1
44,22,2025-06-18,In Progress,Generated by AI agent,None,2025-06-18 23:45:40.147727,1
46,6,2025-06-19,In Progress,"","",2025-06-19 12:34:44.223282,1
47,38,2025-06-19,To Do,Test,None,2025-06-19 12:35:30.26111,1
48,8,2025-06-19,In Progress,Comments as on 19-jun,Blocked by API issues,2025-06-19 12:36:55.308682,1
2,,2025-06-18,To Do,"","",2025-06-18 16:37:28.729963,1
22,,2025-06-18,In Progress,"","",2025-06-18 17:41:31.367824,1
49,,2025-06-18,Deleted,"","",2025-06-19 12:48:44.815585,1
50,11,2025-06-19,In Progress,"",There are UI blockers,2025-06-19 12:50:02.090433,1
51,11,2025-06-19,In Progress,"",There are UI blockers,2025-06-19 12:50:17.522059,1
52,,2025-06-20,To Do,"","",2025-06-19 13:58:28.649224,1
53,,2025-06-20,Deleted,"","",2025-06-19 13:58:45.339426,1
54,,2025-06-20,To Do,"","",2025-06-19 13:59:02.768499,1
55,,2025-06-20,Deleted,"","",2025-06-19 14:00:49.361541,1
56,,2025-06-19,To Do,"","",2025-06-19 14:01:19.48039,1
58,,2025-06-19,Deleted,"","",2025-06-19 14:04:03.118055,1
57,,2025-06-19,To Do,"","",2025-06-19 14:03:58.729955,1
59,,2025-06-19,Deleted,"","",2025-06-19 14:04:09.066985,1
60,,2025-06-20,To Do,"","",2025-06-19 14:04:26.339728,1
61,,2025-06-20,Deleted,"","",2025-06-19 14:05:33.978442,1
62,44,2025-06-20,To Do,"","",2025-06-19 14:11:40.330799,1
63,,2025-06-19,To Do,"","",2025-06-19 14:16:27.679439,1
64,,2025-06-19,Deleted,"","",2025-06-19 14:16:34.068813,1
65,46,2025-06-19,To Do,"","",2025-06-19 14:16:53.244182,1
67,48,2025-06-19,To Do,"","",2025-06-19 15:31:21.48349,1
66,,2025-06-19,To Do,"","",2025-06-19 15:30:46.147685,1
68,,2025-06-19,Deleted,"","",2025-06-19 15:31:26.760654,1
69,8,2025-06-19,In Progress,Comments as on 19-jun done by himakar,Blocked by API issues,2025-06-19 15:38:35.171418,1
70,49,2025-06-19,To Do,"","",2025-06-19 15:39:25.659689,1
71,50,2025-06-19,In Progress,"","",2025-06-19 15:42:12.152435,1
72,50,2025-06-19,In Progress,In progress did on 19,"",2025-06-19 15:55:06.575147,1
73,8,2025-06-19,In Progress,Comments as on 19-jun done,Blocked by API issues,2025-06-19 15:55:24.014636,1
74,50,2025-06-19,In Progress,In progress did on 19.,"",2025-06-19 15:55:52.620519,1
75,51,2025-06-19,To Do,"","",2025-06-19 15:57:35.994619,1
76,6,2025-06-19,In Progress,kasjf,"",2025-06-19 16:00:36.982585,1
77,52,2025-06-19,To Do,"","",2025-06-19 16:44:09.220991,1
78,20,2025-06-19,To Do,"","",2025-06-19 16:44:17.883169,1
79,52,2025-06-19,To Do,"","",2025-06-19 16:44:34.794287,1
80,6,2025-06-19,In Progress,Upadted,"",2025-06-19 18:01:33.419709,1
81,8,2025-06-19,In Progress,"Comments as on 19-jun done
final comments",Blocked by API issues,2025-06-19 18:15:31.067365,1
83,60,2025-06-19,To Do,Generated by AI agent,None,2025-06-19 18:20:21.237062,1
84,60,2025-06-19,To Do,Generated by AI agent,None,2025-06-19 18:20:33.993998,1
87,8,2025-06-19,To Do,"Comments as on 19-jun done
final comments",Blocked by API issues,2025-06-19 18:21:01.869177,1
89,50,2025-06-19,Done,In progress did on 19.,"",2025-06-19 18:21:17.077108,1
90,17,2025-06-19,Done,"","",2025-06-19 18:21:23.509501,1
91,11,2025-06-19,Done,"",There are UI blockers,2025-06-19 18:21:36.640592,1
92,6,2025-06-19,To Do,Upadted,"",2025-06-19 18:21:39.134979,1
93,60,2025-06-19,In Progress,Generated by AI agent,None,2025-06-19 18:21:41.407692,1
94,6,2025-06-19,In Progress,Upadted,none,2025-06-19 18:37:55.262123,1
96,83,2025-06-20,In Progress,Generated by AI agent,None,2025-06-20 21:11:51.529288,1
97,83,2025-06-20,Done,Generated by AI agent,None,2025-06-20 21:11:52.713044,1
98,83,2025-06-20,In Progress,Generated by AI agent,None,2025-06-20 21:11:53.621742,1
99,17,2025-06-20,In Progress,"","",2025-06-20 21:11:55.092437,1
100,,2025-06-23,To Do,Trailed Version,None,2025-06-23 11:31:17.624477,1
101,,2025-06-23,Deleted,Trailed Version,None,2025-06-23 12:41:24.867872,1
102,,2025-06-23,To Do,"","",2025-06-23 14:11:53.434531,1
103,,2025-06-23,Deleted,"","",2025-06-23 14:16:05.432436,1
104,86,2025-06-23,To Do,"","",2025-06-23 14:16:13.935649,1
105,87,2025-06-23,To Do,"","",2025-06-23 15:53:06.155079,1
106,87,2025-06-23,To Do,none,none,2025-06-23 15:58:14.082694,1
107,87,2025-06-23,To Do,none,none,2025-06-23 15:59:14.920745,1
108,87,2025-06-23,To Do,none,none,2025-06-23 16:01:16.272904,1
109,88,2025-06-23,To Do,"","",2025-06-23 16:35:52.377265,1
110,89,2025-06-23,To Do,"","",2025-06-23 16:35:58.678017,1
111,90,2025-06-23,To Do,"","",2025-06-23 16:36:04.996168,1
112,88,2025-06-23,In Progress,"","",2025-06-23 16:45:30.073799,1
113,90,2025-06-23,In Progress,"","",2025-06-23 16:45:41.59497,1
114,91,2025-06-23,To Do,"","",2025-06-23 17:11:27.26477,1
115,92,2025-06-23,To Do,"","",2025-06-23 17:11:33.251925,1
116,93,2025-06-23,To Do,"","",2025-06-23 17:11:44.811664,1
1,,2025-06-18,To Do,"","",2025-06-18 16:36:54.641209,1
82,,2025-06-19,In Progress,"","",2025-06-19 18:16:58.388867,1
85,,2025-06-19,Done,"","",2025-06-19 18:20:54.30768,1
35,,2025-06-18,To Do,"","",2025-06-18 21:56:13.766044,1
36,,2025-06-18,In Progress,"","",2025-06-18 21:57:30.433809,1
37,,2025-06-18,Done,"","",2025-06-18 21:57:35.219185,1
38,,2025-06-18,To Do,"","",2025-06-18 21:57:44.962557,1
3,,2025-06-18,To Do,"","",2025-06-18 16:38:02.1022,1
23,,2025-06-18,Done,"","",2025-06-18 17:41:33.2555,1
34,,2025-06-18,In Progress,"","",2025-06-18 17:42:50.246273,1
117,93,2025-06-23,In Progress,"","",2025-06-23 17:14:35.853496,1
118,94,2025-06-23,To Do,"","",2025-06-23 17:45:00.623483,1
119,95,2025-06-23,To Do,"","",2025-06-23 17:45:06.909866,1
120,96,2025-06-23,To Do,"","",2025-06-23 17:45:13.877982,1
121,50,2025-06-24,Done,In progress did on 19.,"",2025-06-24 11:54:46.89417,1
122,79,2025-06-24,To Do,Generated by AI agent,None,2025-06-24 22:39:15.544244,1
123,99,2025-06-24,To Do,"","",2025-06-24 23:03:27.053864,1
124,81,2025-06-24,To Do,Generated by AI agent,None,2025-06-24 23:04:40.98827,1
125,80,2025-06-24,To Do,Generated by AI agent,None,2025-06-24 23:06:09.978491,1
126,82,2025-06-25,To Do,Generated by AI agent,None,2025-06-25 09:33:02.679857,1
127,80,2025-06-25,To Do,Generated by AI agent,None,2025-06-25 09:36:34.96852,1
128,4,2025-06-25,To Do,"","",2025-06-25 09:59:46.736031,1
129,9,2025-06-25,Done,"","",2025-06-25 10:04:19.764095,1
130,7,2025-06-25,To Do,"","",2025-06-25 10:10:32.909052,1
131,81,2025-06-25,In Progress,Generated by AI agent,None,2025-06-25 11:08:41.546919,1
132,82,2025-06-25,To Do,Generated by AI agent,None,2025-06-25 12:35:45.776364,1
133,82,2025-06-25,In Progress,Generated by AI agent,None,2025-06-25 12:36:31.748435,1
134,98,2025-06-25,In Progress,"","",2025-06-25 14:47:26.485404,1
135,98,2025-06-25,Done,"","",2025-06-25 14:48:25.519985,1
136,82,2025-06-25,Done,Generated by AI agent,None,2025-06-25 14:48:30.526749,1
137,98,2025-06-25,In Progress,"","",2025-06-25 14:48:32.118674,1
138,81,2025-06-25,Done,Generated by AI agent,None,2025-06-25 14:48:33.816998,1
139,81,2025-06-25,In Progress,Generated by AI agent,None,2025-06-25 14:48:41.187406,1
140,98,2025-06-25,To Do,"","",2025-06-25 14:48:56.859327,1
141,98,2025-06-25,In Progress,"","",2025-06-25 14:49:04.265755,1
142,81,2025-06-25,Done,Generated by AI agent,None,2025-06-25 14:49:06.071323,1
143,98,2025-06-25,In Progress,updatesss,none,2025-06-25 14:49:51.981535,1
144,4,2025-06-25,In Progress,"","",2025-06-25 14:51:06.506536,1
145,4,2025-06-25,Done,"","",2025-06-25 14:51:35.854802,1
146,82,2025-06-25,In Progress,Generated by AI agent,None,2025-06-25 14:51:42.491259,1
147,4,2025-06-25,In Progress,"","",2025-06-25 14:51:49.028686,1
148,9,2025-06-25,In Progress,"","",2025-06-25 14:51:54.885342,1
149,81,2025-06-25,To Do,Generated by AI agent,None,2025-06-25 14:52:38.053588,1
150,81,2025-06-25,In Progress,Generated by AI agent,None,2025-06-25 14:52:40.310255,1
151,81,2025-06-25,To Do,Generated by AI agent,None,2025-06-25 14:52:46.326225,1
152,98,2025-06-25,To Do,updatesss,none,2025-06-25 14:52:57.072903,1
153,98,2025-06-25,In Progress,updatesss,none,2025-06-25 14:53:03.715263,1
154,98,2025-06-26,To Do,updatesss,none,2025-06-26 10:53:16.415328,1
155,98,2025-06-26,To Do,updatesss,none,2025-06-26 10:53:18.117384,1
156,81,2025-06-26,In Progress,Generated by AI agent,None,2025-06-26 10:53:24.056613,1
157,82,2025-06-26,Done,Generated by AI agent,None,2025-06-26 10:53:26.511465,1
158,100,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:11:59.968571,1
159,101,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:00.993267,1
160,102,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:02.141379,1
161,103,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:03.061974,1
162,104,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:04.286138,1
163,105,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:05.187532,1
164,106,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:06.295971,1
165,107,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:07.268255,1
166,108,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:22.487453,1
167,109,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:23.609794,1
168,110,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:24.784853,1
169,111,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:25.680898,1
170,112,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:26.863138,1
171,113,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:27.823064,1
172,114,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:28.955862,1
173,115,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:29.911743,1
174,116,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:31.000562,1
175,117,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:36.398156,1
176,118,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:37.52955,1
177,119,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:38.627084,1
178,120,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:39.537598,1
179,121,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:40.814886,1
180,122,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:41.698918,1
181,123,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:48.016454,1
182,124,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:48.972531,1
183,125,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:50.09911,1
184,126,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:51.466412,1
185,127,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:52.467866,1
186,128,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:53.563406,1
187,129,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:58.12068,1
188,130,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:12:59.180709,1
189,131,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:00.163522,1
190,132,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:01.197038,1
191,133,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:02.219547,1
192,134,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:03.252518,1
193,135,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:09.187368,1
194,136,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:10.367359,1
195,137,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:11.444934,1
196,138,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:12.45101,1
197,139,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:13.511717,1
198,140,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:14.921332,1
199,141,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:15.85307,1
200,142,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:17.039246,1
201,143,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:17.880159,1
202,144,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:23.237602,1
203,145,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:24.34786,1
204,146,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:25.428488,1
205,147,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:26.480709,1
206,148,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:27.508887,1
207,149,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:28.567473,1
208,150,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:33.767305,1
209,151,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:35.099924,1
214,156,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:41.331759,1
226,168,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:03.14246,1
232,174,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:12.568369,1
215,,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:48.314793,1
220,,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:53.622436,1
210,152,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:36.725536,1
227,169,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:04.385847,1
233,175,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:13.72406,1
216,,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:49.295538,1
221,,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:54.700294,1
211,153,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:37.744765,1
223,165,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:00.035688,1
228,170,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:05.299133,1
229,171,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:09.198683,1
234,176,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:14.621519,1
217,,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:50.373504,1
222,,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:55.759598,1
212,154,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:39.083473,1
224,166,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:00.964124,1
230,172,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:10.108991,1
218,,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:51.3688,1
213,155,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:13:40.415127,1
225,167,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:02.105485,1
231,173,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:11.648801,1
235,177,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:18.499273,1
236,178,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:19.459969,1
237,179,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:20.538947,1
238,180,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:21.718978,1
239,181,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:22.752047,1
240,182,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:28.230322,1
241,183,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:29.154758,1
242,184,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:30.269588,1
243,185,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:31.918581,1
244,186,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:33.251331,1
245,187,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:34.097278,1
246,188,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:34.978432,1
247,189,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:35.919484,1
248,190,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:41.440275,1
249,191,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:42.366041,1
250,192,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:43.602957,1
251,193,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:44.514327,1
252,194,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:45.433277,1
253,195,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:46.721394,1
254,196,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:47.596382,1
255,197,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:48.509206,1
256,198,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:53.855415,1
257,199,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:54.85532,1
258,200,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:55.740382,1
259,201,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:56.652678,1
260,202,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:57.723375,1
261,203,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:58.65594,1
262,204,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:14:59.566037,1
263,205,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:15:00.597587,1
264,206,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:15:01.515972,1
265,207,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:15:07.013964,1
266,208,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:15:07.967852,1
267,209,2025-06-26,To Do,Generated by AI agent,None,2025-06-26 15:15:08.830051,1
